brand,model,variant,version,vehicle_type,powertrain,model_year,official_url,source_date,price_vnd,engine_displacement_cc,max_power_kw,max_torque_nm,fuel_consumption_l_per_100km,fuel_tank_capacity_l,battery_capacity_kwh,battery_type,motor_power_kw,range_km,charging_time_h,charging_method,removable_battery,battery_warranty_months,battery_warranty_km,front_brake_type,rear_brake_type,abs,abs_channel,cbs,traction_control,underseat_storage_l,curb_weight_kg,seat_height_mm,ground_clearance_mm,length_mm,width_mm,height_mm,wheelbase_mm,vehicle_warranty_months,vehicle_warranty_km
Honda,SH Mode,SH Mode,Phiên bản tiêu chuẩn,xe tay ga,ICE,2025,https://www.honda.com.vn/xe-may/san-pham/sh-mode-125?category=2&version=13,2026-08-20,57328363,124.8,8.2,11.7,2.12,,,,,,,,,,,,,False,,False,,,116.0,765.0,151.0,1.95,669.0,1.1,1.304,,
Honda,SH,SH160i,Phiên bản Thể Thao,xe tay ga,ICE,2025,https://www.honda.com.vn/xe-may/san-pham/sh160i125i?category=2&version=95,2026-08-20,104490000,156.9,12.4,14.8,2.34,,,,,,,,,,,,,False,,False,,,134.0,799.0,146.0,2.09,739.0,1.156,1.353,,
Honda,SH,SH160i,Phiên bản Đặc Biệt,xe tay ga,ICE,2025,https://www.honda.com.vn/xe-may/san-pham/sh160i125i?category=2&version=96,2026-08-20,103990000,156.9,12.4,14.8,2.34,,,,,,,,,,,,,False,,False,,,134.0,799.0,146.0,2.09,739.0,1.156,1.353,,
Honda,SH,SH160i,Phiên bản Cao Cấp,xe tay ga,ICE,2025,https://www.honda.com.vn/xe-may/san-pham/sh160i125i?category=2&version=97,2026-08-20,102790000,156.9,12.4,14.8,2.34,,,,,,,,,,,,,False,,False,,,134.0,799.0,146.0,2.09,739.0,1.156,1.353,,
Honda,SH,SH160i,Phiên bản Tiêu Chuẩn,xe tay ga,ICE,2025,https://www.honda.com.vn/xe-may/san-pham/sh160i125i?category=2&version=98,2026-08-20,95290000,156.9,12.4,14.8,2.34,,,,,,,,,,,,,False,,False,,,134.0,799.0,146.0,2.09,739.0,1.156,1.353,,
Honda,SH,SH125i,Phiên bản Thể Thao,xe tay ga,ICE,2025,https://www.honda.com.vn/xe-may/san-pham/sh160i125i?category=2&version=99,2026-08-20,85702909,124.8,9.6,11.9,2.33,,,,,,,,,,,,,False,,False,,,133.0,799.0,146.0,2.09,739.0,1.156,1.353,,
Honda,SH,SH125i,Phiên bản Đặc Biệt,xe tay ga,ICE,2025,https://www.honda.com.vn/xe-may/san-pham/sh160i125i?category=2&version=100,2026-08-20,85212000,124.8,9.6,11.9,2.33,,,,,,,,,,,,,False,,False,,,133.0,799.0,146.0,2.09,739.0,1.156,1.353,,
Honda,SH,SH125i,Phiên bản Cao Cấp,xe tay ga,ICE,2025,https://www.honda.com.vn/xe-may/san-pham/sh160i125i?category=2&version=101,2026-08-20,84033818,124.8,9.6,11.9,2.33,,,,,,,,,,,,,False,,False,,,133.0,799.0,146.0,2.09,739.0,1.156,1.353,,
Honda,SH,SH125i,Phiên bản Tiêu Chuẩn,xe tay ga,ICE,2025,https://www.honda.com.vn/xe-may/san-pham/sh160i125i?category=2&version=102,2026-08-20,76670182,124.8,9.6,11.9,2.33,,,,,,,,,,,,,False,,False,,,133.0,799.0,146.0,2.09,739.0,1.156,1.353,,
Honda,Vario,Vario,Đặc Biệt,xe tay ga,ICE,2025,https://www.honda.com.vn/xe-may/san-pham/vario-125?category=2&version=19,2026-08-20,41913818,125.0,8.48,11.9,2.11,,,,,,,,,,,,,False,,False,,,111.0,769.0,131.0,1919.0,687.0,1075.0,1280.0,,
Honda,Vario,Vario,Street,xe tay ga,ICE,2025,https://www.honda.com.vn/xe-may/san-pham/vario-125?category=2&version=18,2026-08-20,42895637,125.0,8.48,11.9,2.11,,,,,,,,,,,,,False,,False,,,112.0,769.0,131.0,1919.0,751.0,1076.0,1280.0,,
Honda,Vario,Vario,Thể Thao,xe tay ga,ICE,2025,https://www.honda.com.vn/xe-may/san-pham/vario-160?category=2&version=46,2026-08-20,56690000,156.9,11.3,,2.2,,,,,,,,,,,,,False,,False,,,118.0,778.0,138.0,1929.0,695.0,1088.0,1.278,,
Honda,Vision,Vision,Phiên bản Thể thao,xe tay ga,ICE,2025,https://www.honda.com.vn/xe-may/san-pham/vision?category=2&version=103,2026-08-20,36808363,109.5,6.59,9.29,1.82,,,,,,,,,,,,,False,,False,,,97.0,785.0,175.0,1.925,686.0,1.126,1.277,,
Honda,Vision,Vision,Phiên bản Đặc biệt,xe tay ga,ICE,2025,https://www.honda.com.vn/xe-may/san-pham/vision?category=2&version=104,2026-08-20,34550182,109.5,6.59,9.29,1.82,,,,,,,,,,,,,False,,False,,,94.0,761.0,152.0,1.871,686.0,1.101,1.255,,
Honda,Vision,Vision,Phiên bản Cao cấp,xe tay ga,ICE,2025,https://www.honda.com.vn/xe-may/san-pham/vision?category=2&version=105,2026-08-20,33175637,109.5,6.59,9.29,1.82,,,,,,,,,,,,,False,,False,,,94.0,761.0,152.0,1.871,686.0,1.101,1.255,,
Honda,Vision,Vision,Phiên bản Tiêu chuẩn,xe tay ga,ICE,2025,https://www.honda.com.vn/xe-may/san-pham/vision?category=2&version=106,2026-08-20,31506545,109.5,6.59,9.29,1.82,,,,,,,,,,,,,False,,False,,,93.0,761.0,152.0,1.871,686.0,1.101,1.255,,
Honda,Wave Alpha,Wave Alpha,Phiên bản đặc biệt,xe số,ICE,2025,https://www.honda.com.vn/xe-may/san-pham/wave-alpha-110?category=2&version=5,2026-08-20,18841091,109.2,6.12,8.44,1.72,,,,,,,,,,,,,False,,False,,,96.0,770.0,134.0,1.913,689.0,1.076,1.224,,
Honda,Wave Alpha,Wave Alpha,Phiên bản tiêu chuẩn,xe số,ICE,2025,https://www.honda.com.vn/xe-may/san-pham/wave-alpha-110?category=2&version=7,2026-08-20,17957455,109.2,6.12,8.44,1.72,,,,,,,,,,,,,False,,False,,,96.0,770.0,134.0,1.913,689.0,1.076,1.224,,
Honda,Wave Alpha,Wave Alpha,,xe số,ICE,2025,https://www.honda.com.vn/xe-may/san-pham/wave-alpha-phien-ban-co-dien?category=2,2026-08-20,,109.2,6.12,8.44,1.72,,,,,,,,,,,,,False,,False,,,96.0,770.0,134.0,1.913,689.0,1.076,1.224,,
Honda,Wave RSX,Wave RSX,Phiên bản Thể thao,xe số,ICE,2025,https://www.honda.com.vn/xe-may/san-pham/wave-rsx?category=2&version=81,2026-08-20,25664727,109.2,6.46,8.7,1.56,,,,,,,,,,,,,False,,False,,,98.0,760.0,135.0,1922.0,709.0,1082.0,1227.0,,
Honda,Wave RSX,Wave RSX,Phiên bản Đặc biệt,xe số,ICE,2025,https://www.honda.com.vn/xe-may/san-pham/wave-rsx?category=2&version=80,2026-08-20,23701091,109.2,6.46,8.7,1.56,,,,,,,,,,,,,False,,False,,,97.0,760.0,135.0,1922.0,709.0,1082.0,1227.0,,
Honda,Wave RSX,Wave RSX,Phiên bản Tiêu chuẩn,xe số,ICE,2025,https://www.honda.com.vn/xe-may/san-pham/wave-rsx?category=2&version=79,2026-08-20,22130182,109.2,6.46,8.7,1.56,,,,,,,,,,,,,False,,False,,,97.0,760.0,135.0,1922.0,698.0,1082.0,1227.0,,
Honda,WINNER,WINNER,Phiên bản Thể Thao,xe côn tay,ICE,2025,https://www.honda.com.vn/xe-may/san-pham/winner-r?category=2&version=37,2026-08-20,50760000,149.2,11.5,13.5,2.59,,,,,,,,,,,,,False,,False,,,124.0,795.0,153.0,2013.0,725.0,1075.0,1277.0,,
Honda,WINNER,WINNER,Phiên bản Đặc Biệt,xe côn tay,ICE,2025,https://www.honda.com.vn/xe-may/san-pham/winner-r?category=2&version=35,2026-08-20,50260000,149.2,11.5,13.5,2.59,,,,,,,,,,,,,False,,False,,,124.0,795.0,153.0,2013.0,725.0,1075.0,1277.0,,
Honda,WINNER,WINNER,Phiên bản Tiêu Chuẩn,xe côn tay,ICE,2025,https://www.honda.com.vn/xe-may/san-pham/winner-r?category=2&version=39,2026-08-20,46360000,149.2,11.5,13.5,2.59,,,,,,,,,,,,,False,,False,,,123.0,795.0,153.0,2013.0,725.0,1075.0,1277.0,,
Yamaha,Grande,Grande,phiên bản giới hạn màu mới nhất 2025,xe tay ga,ICE,,https://yamaha-motor.com.vn/xe/grande-phien-ban-gioi-han-mau-moi-nhat-2025-bjjf/,2026-08-20,52037000,124.9,6.5,9.77,1.73,,,,,,,,,,,Disc,Drum,True,,False,,,101.0,,,1820.0,684.0,1155.0,127.0,,
Yamaha,Grande,Grande,phiên bản giới hạn màu mới 2024,xe tay ga,ICE,,https://yamaha-motor.com.vn/xe/grande-phien-ban-gioi-han-mau-moi-2024-bjjc/,2026-08-20,51644000,124.9,6.5,9.77,1.73,,,,,,,,,,,Disc,Drum,True,,False,,,101.0,,,1820.0,684.0,1155.0,127.0,,
Yamaha,Grande,Grande,phiên bản tiêu chuẩn màu mới nhất 2025,xe tay ga,ICE,,https://yamaha-motor.com.vn/xe/grande-phien-ban-tieu-chuan-mau-moi-nhat-2025-bjjd/,2026-08-20,46637000,124.9,6.5,9.77,1.73,,,,,,,,,,,Disc,Drum,False,,False,,,100.0,,,1820.0,684.0,1155.0,,,
Yamaha,Grande,Grande,phiên bản tiêu chuẩn màu mới 2024,xe tay ga,ICE,,https://yamaha-motor.com.vn/xe/grande-phien-ban-tieu-chuan-mau-moi-2024-bjj7/,2026-08-20,46244000,124.9,6.5,9.77,1.73,,,,,,,,,,,Disc,Drum,False,,False,,,100.0,,,1820.0,684.0,1155.0,,,
Yamaha,Grande,Grande,phiên bản đặc biệt màu mới nhất 2025,xe tay ga,ICE,,https://yamaha-motor.com.vn/xe/grande-phien-ban-dac-biet-mau-moi-nhat-2025-bjje/,2026-08-20,51546000,124.9,6.5,9.77,,,,,,,,,,,,Disc,Drum,True,,False,,,101.0,,,1820.0,684.0,1155.0,127.0,,
Yamaha,Grande,Grande,phiên bản đặc biệt màu mới 2024,xe tay ga,ICE,,https://yamaha-motor.com.vn/xe/grande-phien-ban-dac-biet-mau-moi-2024-bjj8/,2026-08-20,50859000,124.9,6.5,9.77,,,,,,,,,,,,Disc,Drum,True,,False,,,101.0,,,1820.0,684.0,1155.0,127.0,,
Yamaha,Exciter,Exciter 155 VVA TCS,Phiên bản SP,xe côn tay,ICE,,https://yamaha-motor.com.vn/xe/exciter-155-vva-tcs-phien-ban-sp-d191/,2026-08-20,59900000,155.1,13.6,14.4,2.07,,,,,,,,,,,Disc,Disc,True,,False,,,124.0,795.0,,1.975,665.0,1.1,1.295,,
Yamaha,Exciter,Exciter 155 VVA TCS,Phiên bản Giới hạn,xe côn tay,ICE,,https://yamaha-motor.com.vn/xe/exciter-155-vva-tcs-phien-ban-gioi-han-d194/,2026-08-20,60900000,155.1,13.6,14.4,2.07,,,,,,,,,,,Disc,Disc,True,,False,,,124.0,795.0,,1.975,665.0,1.1,1.295,,
Yamaha,Exciter,Exciter 155 VVA,Phiên bản Cao Cấp,xe côn tay,ICE,,https://yamaha-motor.com.vn/xe/exciter-155-vva-tcs-phien-ban-cao-cap-d192/,2026-08-20,54900000,155.1,13.6,14.4,2.07,,,,,,,,,,,Disc,Disc,False,,False,,,121.0,795.0,,1.975,665.0,1.1,1.295,,
Yamaha,Exciter,Exciter 155 VVA,Phiên bản Tiêu chuẩn,xe côn tay,ICE,,https://yamaha-motor.com.vn/xe/exciter-155-vva-tcs-phien-ban-tieu-chuan-d193/,2026-08-20,49900000,155.1,13.6,14.4,2.07,,,,,,,,,,,Disc,Disc,False,,False,,,120.0,795.0,,1.975,665.0,1.1,1.295,,
Yamaha,GEAR,GEAR 125 Hybrid,phiên bản cao cấp,xe tay ga,ICE,,https://yamaha-motor.com.vn/xe/gear-125-hybrid-phien-ban-cao-cap-df92/,2026-08-20,34364000,,6.2,10.6,1.7,,,,,,,,,,,Disc,Drum,False,,False,,,96.0,750.0,,110.0,70.0,12.0,1280.0,,
Yamaha,GEAR,GEAR 125 Hybrid,phiên bản tiêu chuẩn,xe tay ga,ICE,,https://yamaha-motor.com.vn/xe/gear-125-hybrid-phien-ban-tieu-chuan-df91/,2026-08-20,30437000,,6.2,10.6,1.7,,,,,,,,,,,Disc,Drum,False,,False,,,95.0,750.0,,110.0,70.0,12.0,1280.0,,
Yamaha,Lexi,LEXi 155 VVA-ABS,phiên bản cao cấp mới,xe tay ga,ICE,,https://yamaha-motor.com.vn/xe/lexi-155-vva-abs-phien-ban-cao-cap-moi-bvy4/,2026-08-20,49900000,155.1,11.3,14.2,2.19,,,,,,,,,,,Disc,Drum,True,,False,,,118.0,768.0,,1968.0,719.0,1138.0,,,
Yamaha,Lexi,LEXi 155 VVA-ABS,phiên bản cao cấp,xe tay ga,ICE,,https://yamaha-motor.com.vn/xe/lexi-155-vva-abs-phien-ban-cao-cap-bvy2/,2026-08-20,48900000,155.1,11.3,14.2,2.19,,,,,,,,,,,Disc,Drum,True,,False,,,118.0,768.0,,1968.0,719.0,1138.0,,,
Yamaha,Lexi,LEXi 155 VVA-ABS,phiên bản tiêu chuẩn,xe tay ga,ICE,,https://yamaha-motor.com.vn/xe/lexi-155-vva-abs-phien-ban-tieu-chuan-bvy1/,2026-08-20,48500000,155.1,11.3,14.2,2.19,,,,,,,,,,,Disc,Drum,True,,False,,,118.0,768.0,,1968.0,719.0,1138.0,,,
Yamaha,Lexi,LEXi 155 VVA-ABS,phiên bản tiêu chuẩn mới,xe tay ga,ICE,,https://yamaha-motor.com.vn/xe/lexi-155-vva-abs-phien-ban-tieu-chuan-moi-bvy3/,2026-08-20,48900000,155.1,11.3,14.2,2.19,,,,,,,,,,,Disc,Drum,True,,False,,,118.0,768.0,,1968.0,719.0,1138.0,,,
Yamaha,Freego,Freego S ABS,phiên bản đặc biệt màu mới,xe tay ga,ICE,,https://yamaha-motor.com.vn/xe/freego-s-abs-phien-ban-dac-biet-mau-moi-b4uc/,2026-08-20,34855000,,7.0,9.0,2.03,,,,,,,,,,,Disc,Drum,True,,False,,,102.0,780.0,,1.915,685.0,1.11,1280.0,,
Yamaha,Freego,Freego S ABS,phiên bản đặc biệt,xe tay ga,ICE,,https://yamaha-motor.com.vn/xe/freego-s-abs-phien-ban-dac-biet-mau-moi-b4ua/,2026-08-20,34265500,,7.0,9.0,2.03,,,,,,,,,,,Disc,Drum,True,,False,,,102.0,780.0,,1.915,685.0,1.11,1280.0,,
Yamaha,Freego,Freego,phiên bản tiêu chuẩn màu mới,xe tay ga,ICE,,https://yamaha-motor.com.vn/xe/freego-phien-ban-tieu-chuan-mau-moi-b4ub/,2026-08-20,30731000,,7.0,9.0,2.03,,,,,,,,,,,Disc,Drum,False,,False,,,100.0,780.0,,1.915,685.0,1.11,1280.0,,
Yamaha,Freego,Freego,phiên bản tiêu chuẩn,xe tay ga,ICE,,https://yamaha-motor.com.vn/xe/freego-phien-ban-tieu-chuan-mau-moi-b4u9/,2026-08-20,30340000,,7.0,9.0,2.03,,,,,,,,,,,Disc,Drum,False,,False,,,100.0,780.0,,1.915,685.0,1.11,1280.0,,
Yamaha,Jupiter,Jupiter Finn,phiên bản cao cấp màu mới 2025,xe số,ICE,,https://yamaha-motor.com.vn/xe/jupiter-finn-phien-ban-cao-cap-mau-moi-bpc6/,2026-08-20,28768000,113.7,6.6,9.2,1.64,,,,,,,,,,,Disc,Drum,False,,False,,,100.0,775.0,,1940.0,705.0,1095.0,1235.0,,
Yamaha,Jupiter,Jupiter Finn,phiên bản tiêu chuẩn màu mới 2025,xe số,ICE,,https://yamaha-motor.com.vn/xe/jupiter-finn-phien-ban-tieu-chuan-mau-moi-2025-bpc5/,2026-08-20,28277000,113.7,6.6,9.2,1.64,,,,,,,,,,,Disc,Drum,False,,False,,,100.0,775.0,,1940.0,705.0,1095.0,1235.0,,
Yamaha,Janus,Janus,phiên bản giới hạn hoàn toàn mới,xe tay ga,ICE,,https://yamaha-motor.com.vn/xe/janus-phien-ban-gioi-han-hoan-toan-moi-bj7s/,2026-08-20,33382000,124.9,7.0,9.6,1.98,,,,,,,,,,,Disc,Drum,False,,False,,,99.0,770.0,,1850.0,705.0,1120.0,1260.0,,
Yamaha,Janus,Janus,phiên bản giới hạn màu mới 2025,xe tay ga,ICE,,https://yamaha-motor.com.vn/xe/janus-phien-ban-gioi-han-mau-moi-2025-bj7y/,2026-08-20,33579000,124.9,7.0,9.6,1.98,,,,,,,,,,,Disc,Drum,False,,False,,,99.0,770.0,,1850.0,705.0,1120.0,1260.0,,
Yamaha,Janus,Janus,phiên bản tiêu chuẩn hoàn toàn mới,xe tay ga,ICE,,https://yamaha-motor.com.vn/xe/janus-phien-ban-tieu-chuan-hoan-toan-bj7p/,2026-08-20,29151000,124.9,7.0,9.6,1.98,,,,,,,,,,,Disc,Drum,False,,False,,,97.0,770.0,,1850.0,705.0,1120.0,1260.0,,
Yamaha,Janus,Janus,phiên bản tiêu chuẩn màu mới 2025,xe tay ga,ICE,,https://yamaha-motor.com.vn/xe/janus-phien-ban-tieu-chuan-mau-moi-2025-bj7w/,2026-08-20,29160000,124.9,7.0,9.6,1.98,,,,,,,,,,,Disc,Drum,False,,False,,,97.0,770.0,,1850.0,705.0,1120.0,1260.0,,
Yamaha,Janus,Janus,phiên bản đặc biệt màu mới 2025,xe tay ga,ICE,,https://yamaha-motor.com.vn/xe/janus-phien-ban-dac-biet-mau-moi-2025-bj7x-2/,2026-08-20,33382000,124.9,7.0,9.6,1.98,,,,,,,,,,,Disc,Drum,False,,False,,,99.0,770.0,,1850.0,705.0,1120.0,1260.0,,
Yamaha,Janus,Janus,phiên bản đặc biệt hoàn toàn mới,xe tay ga,ICE,,https://yamaha-motor.com.vn/xe/janus-phien-ban-dac-biet-hoan-toan-moi-bj7r/,2026-08-20,33176000,124.9,7.0,9.6,1.98,,,,,,,,,,,Disc,Drum,False,,False,,,99.0,770.0,,1850.0,705.0,1120.0,1260.0,,
Yamaha,Latte,Latte,phiên bản giới hạn màu mới 2025,xe tay ga,ICE,,https://yamaha-motor.com.vn/xe/latte-phien-ban-gioi-han-mau-moi-2025-b0r8/,2026-08-20,39077000,124.9,6.5,9.77,1.8,,,,,,,,,,,Disc,,False,,False,,,100.0,790.0,,1821.0,684.0,1158.0,1275.0,,
Yamaha,Latte,Latte,phiên bản giới hạn màu mới,xe tay ga,ICE,,https://yamaha-motor.com.vn/xe/latte-phien-ban-gioi-han-mau-moi-b0r6/,2026-08-20,38782000,124.9,6.5,9.77,1.8,,,,,,,,,,,Disc,,False,,False,,,100.0,790.0,,1821.0,684.0,1158.0,1275.0,,
Yamaha,Latte,Latte,phiên bản tiêu chuẩn màu mới 2025,xe tay ga,ICE,,https://yamaha-motor.com.vn/xe/latte-phien-ban-tieu-chuan-mau-moi-2025-b0r7/,2026-08-20,38586000,124.9,6.5,9.77,1.8,,,,,,,,,,,Disc,,False,,False,,,100.0,790.0,,1821.0,684.0,1158.0,1275.0,,
Yamaha,Latte,Latte,phiên bản tiêu chuẩn màu mới,xe tay ga,ICE,,https://yamaha-motor.com.vn/xe/latte-phien-ban-tieu-chuan-mau-moi-b0r5/,2026-08-20,38291000,124.9,6.5,9.77,1.8,,,,,,,,,,,Disc,,False,,False,,,100.0,790.0,,1821.0,684.0,1158.0,1275.0,,
Suzuki,Satria,Satria,Pro,xe côn tay,ICE,,https://suzuki.com.vn/bike/satria,2026-08-20,59000000,,13.5,,3.17,,,,,,,,,,,Disc,Disc,True,,False,,,115.0,,150.0,1.955,675.0,980.0,1.28,,
Suzuki,V-Strom,V-Strom,250SX,xe côn tay,ICE,,https://suzuki.com.vn/vnm-strom,2026-08-20,132900000,,19.5,,2.74,,,,,,,,,,,,,True,2,False,,,165.0,835.0,205.0,2180.0,880.0,1355.0,1440.0,,
SYM,Elegant,Elegant,,xe tay ga,ICE,2025,https://www.sym.com.vn/san-pham/elegant-50-13.html,2026-08-20,16700000,49.5,1.7,2.5,1.53,,,,,,,,,,,Drum,Drum,False,,False,,,95.0,,,1.92,680.0,1.06,1.225,,
